ds;y;cutoff;y_forecasted
17/03/2020;128.89;01/02/2019;116.45
17/03/2020;128.89;01/03/2019;117.16
17/03/2020;128.89;01/04/2019;115.79
17/03/2020;128.89;01/05/2019;114.52
17/03/2020;128.89;01/06/2019;118.32
17/03/2020;128.89;01/07/2019;117.50
17/03/2020;128.89;01/08/2019;114.72
17/03/2020;128.89;01/09/2019;120.17
17/03/2020;128.89;01/10/2019;121.87
17/03/2020;128.89;01/11/2019;122.63
17/03/2020;128.89;01/12/2019;125.38
17/03/2020;128.89;01/01/2020;126.01
17/03/2020;128.89;01/02/2020;126.37
17/03/2020;128.89;01/03/2020;126.72
18/03/2020;124.71;01/01/2019;116.52
18/03/2020;124.71;01/02/2019;116.17
18/03/2020;124.71;01/03/2019;117.06
18/03/2020;124.71;01/04/2019;115.85
18/03/2020;124.71;01/05/2019;114.35
18/03/2020;124.71;01/06/2019;118.43
18/03/2020;124.71;01/07/2019;117.46
18/03/2020;124.71;01/08/2019;114.75
18/03/2020;124.71;01/09/2019;120.16
18/03/2020;124.71;01/10/2019;121.85
18/03/2020;124.71;01/11/2019;122.58
18/03/2020;124.71;01/12/2019;125.32
18/03/2020;124.71;01/01/2020;126.01
18/03/2020;124.71;01/02/2020;126.38
18/03/2020;124.71;01/03/2020;126.70
19/03/2020;124.75;01/01/2019;116.52
19/03/2020;124.75;01/02/2019;115.88
19/03/2020;124.75;01/03/2019;116.95
19/03/2020;124.75;01/04/2019;115.92
19/03/2020;124.75;01/05/2019;114.21
19/03/2020;124.75;01/06/2019;118.54
19/03/2020;124.75;01/07/2019;117.43
19/03/2020;124.75;01/08/2019;114.78
19/03/2020;124.75;01/09/2019;120.15
19/03/2020;124.75;01/10/2019;121.83
19/03/2020;124.75;01/11/2019;122.53
19/03/2020;124.75;01/12/2019;125.23
19/03/2020;124.75;01/01/2020;126.01
19/03/2020;124.75;01/02/2020;126.39
19/03/2020;124.75;01/03/2020;126.69
20/03/2020;125.16;01/01/2019;116.53
20/03/2020;125.16;01/02/2019;115.59
20/03/2020;125.16;01/03/2019;116.82
20/03/2020;125.16;01/04/2019;116.00
20/03/2020;125.16;01/05/2019;114.07
20/03/2020;125.16;01/06/2019;118.65
20/03/2020;125.16;01/07/2019;117.39
20/03/2020;125.16;01/08/2019;114.81
20/03/2020;125.16;01/09/2019;120.14
20/03/2020;125.16;01/10/2019;121.81
20/03/2020;125.16;01/11/2019;122.49
20/03/2020;125.16;01/12/2019;125.14
20/03/2020;125.16;01/01/2020;126.01
20/03/2020;125.16;01/02/2020;126.40
20/03/2020;125.16;01/03/2020;126.67
23/03/2020;124.42;01/01/2019;116.54
23/03/2020;124.42;01/02/2019;115.30
23/03/2020;124.42;01/03/2019;116.69
23/03/2020;124.42;01/04/2019;116.08
23/03/2020;124.42;01/05/2019;113.94
23/03/2020;124.42;01/06/2019;118.76
23/03/2020;124.42;01/07/2019;117.35
23/03/2020;124.42;01/08/2019;114.84
23/03/2020;124.42;01/09/2019;120.13
23/03/2020;124.42;01/10/2019;121.78
23/03/2020;124.42;01/11/2019;122.45
23/03/2020;124.42;01/12/2019;125.06
23/03/2020;124.42;01/01/2020;126.00
23/03/2020;124.42;01/02/2020;126.41
23/03/2020;124.42;01/03/2020;126.65
24/03/2020;124.29;01/01/2019;116.55
24/03/2020;124.29;01/02/2019;115.01
24/03/2020;124.29;01/03/2019;116.55
24/03/2020;124.29;01/04/2019;116.17
24/03/2020;124.29;01/05/2019;113.81
24/03/2020;124.29;01/06/2019;118.86
24/03/2020;124.29;01/07/2019;117.32
24/03/2020;124.29;01/08/2019;114.87
24/03/2020;124.29;01/09/2019;120.12
24/03/2020;124.29;01/10/2019;121.74
24/03/2020;124.29;01/11/2019;122.41
24/03/2020;124.29;01/12/2019;124.98
24/03/2020;124.29;01/01/2020;125.99
24/03/2020;124.29;01/02/2020;126.42
24/03/2020;124.29;01/03/2020;126.63
25/03/2020;124.39;01/01/2019;116.57
25/03/2020;124.39;01/02/2019;114.74
25/03/2020;124.39;01/03/2019;116.40
25/03/2020;124.39;01/04/2019;116.26
25/03/2020;124.39;01/05/2019;113.69
25/03/2020;124.39;01/06/2019;118.96
25/03/2020;124.39;01/07/2019;117.29
25/03/2020;124.39;01/08/2019;114.89
25/03/2020;124.39;01/09/2019;120.11
25/03/2020;124.39;01/10/2019;121.71
25/03/2020;124.39;01/11/2019;122.38
25/03/2020;124.39;01/12/2019;124.92
25/03/2020;124.39;01/01/2020;125.98
25/03/2020;124.39;01/02/2020;126.42
25/03/2020;124.39;01/03/2020;126.61
26/03/2020;124.63;01/01/2019;116.60
26/03/2020;124.63;01/02/2019;114.48
26/03/2020;124.63;01/03/2019;116.24
26/03/2020;124.63;01/04/2019;116.35
26/03/2020;124.63;01/05/2019;113.57
26/03/2020;124.63;01/06/2019;119.07
26/03/2020;124.63;01/07/2019;117.27
26/03/2020;124.63;01/08/2019;114.93
26/03/2020;124.63;01/09/2019;120.09
26/03/2020;124.63;01/10/2019;121.68
26/03/2020;124.63;01/11/2019;122.31
26/03/2020;124.63;01/12/2019;124.86
26/03/2020;124.63;01/01/2020;125.97
26/03/2020;124.63;01/02/2020;126.42
26/03/2020;124.63;01/03/2020;126.59
27/03/2020;124.28;01/01/2019;116.63
27/03/2020;124.28;01/02/2019;114.24
27/03/2020;124.28;01/03/2019;116.08
27/03/2020;124.28;01/04/2019;116.45
27/03/2020;124.28;01/05/2019;113.46
27/03/2020;124.28;01/06/2019;119.18
27/03/2020;124.28;01/07/2019;117.26
27/03/2020;124.28;01/08/2019;114.98
27/03/2020;124.28;01/09/2019;120.09
27/03/2020;124.28;01/10/2019;121.64
27/03/2020;124.28;01/11/2019;122.23
27/03/2020;124.28;01/12/2019;124.79
27/03/2020;124.28;01/01/2020;125.97
27/03/2020;124.28;01/02/2020;126.42
27/03/2020;124.28;01/03/2020;126.57
30/03/2020;124.72;01/01/2019;116.67
30/03/2020;124.72;01/02/2019;114.02
30/03/2020;124.72;01/03/2019;115.91
30/03/2020;124.72;01/04/2019;116.55
30/03/2020;124.72;01/05/2019;113.37
30/03/2020;124.72;01/06/2019;119.28
30/03/2020;124.72;01/07/2019;117.24
30/03/2020;124.72;01/08/2019;115.04
30/03/2020;124.72;01/09/2019;120.08
30/03/2020;124.72;01/10/2019;121.60
30/03/2020;124.72;01/11/2019;122.15
30/03/2020;124.72;01/12/2019;124.70
30/03/2020;124.72;01/01/2020;125.98
30/03/2020;124.72;01/02/2020;126.42
30/03/2020;124.72;01/03/2020;126.55
31/03/2020;125.35;01/01/2019;116.71
31/03/2020;125.35;01/02/2019;113.83
31/03/2020;125.35;01/03/2019;115.75
31/03/2020;125.35;01/04/2019;116.65
31/03/2020;125.35;01/05/2019;113.28
31/03/2020;125.35;01/06/2019;119.37
31/03/2020;125.35;01/07/2019;117.22
31/03/2020;125.35;01/08/2019;115.11
31/03/2020;125.35;01/09/2019;120.08
31/03/2020;125.35;01/10/2019;121.56
31/03/2020;125.35;01/11/2019;122.05
31/03/2020;125.35;01/12/2019;124.61
31/03/2020;125.35;01/01/2020;125.99
31/03/2020;125.35;01/02/2020;126.42
31/03/2020;125.35;01/03/2020;126.53
01/04/2020;124.85;01/01/2019;116.76
01/04/2020;124.85;01/02/2019;113.66
01/04/2020;124.85;01/03/2019;115.58
01/04/2020;124.85;01/04/2019;116.75
01/04/2020;124.85;01/05/2019;113.21
01/04/2020;124.85;01/06/2019;119.45
01/04/2020;124.85;01/07/2019;117.19
01/04/2020;124.85;01/08/2019;115.18
01/04/2020;124.85;01/09/2019;120.08
01/04/2020;124.85;01/10/2019;121.53
01/04/2020;124.85;01/11/2019;121.96
01/04/2020;124.85;01/12/2019;124.50
01/04/2020;124.85;01/01/2020;126.01
01/04/2020;124.85;01/02/2020;126.42
01/04/2020;124.85;01/03/2020;126.51
02/04/2020;124.23;01/01/2019;116.82
02/04/2020;124.23;01/02/2019;113.52
02/04/2020;124.23;01/03/2019;115.41
02/04/2020;124.23;01/04/2019;116.84
02/04/2020;124.23;01/05/2019;113.16
02/04/2020;124.23;01/06/2019;119.53
02/04/2020;124.23;01/07/2019;117.16
02/04/2020;124.23;01/08/2019;115.24
02/04/2020;124.23;01/09/2019;120.10
02/04/2020;124.23;01/10/2019;121.49
02/04/2020;124.23;01/11/2019;121.89
02/04/2020;124.23;01/12/2019;124.40
02/04/2020;124.23;01/01/2020;126.02
02/04/2020;124.23;01/02/2020;126.40
02/04/2020;124.23;01/03/2020;126.49
02/04/2020;124.23;01/04/2020;125.27
03/04/2020;124.68;01/01/2019;116.88
03/04/2020;124.68;01/02/2019;113.42
03/04/2020;124.68;01/03/2019;115.23
03/04/2020;124.68;01/04/2019;116.94
03/04/2020;124.68;01/05/2019;113.11
03/04/2020;124.68;01/06/2019;119.58
03/04/2020;124.68;01/07/2019;117.15
03/04/2020;124.68;01/08/2019;115.28
03/04/2020;124.68;01/09/2019;120.11
03/04/2020;124.68;01/10/2019;121.44
03/04/2020;124.68;01/11/2019;121.83
03/04/2020;124.68;01/12/2019;124.31
03/04/2020;124.68;01/01/2020;126.01
03/04/2020;124.68;01/02/2020;126.39
03/04/2020;124.68;01/03/2020;126.47
03/04/2020;124.68;01/04/2020;125.12
06/04/2020;124.31;01/01/2019;116.95
06/04/2020;124.31;01/02/2019;113.35
06/04/2020;124.31;01/03/2019;115.06
06/04/2020;124.31;01/04/2019;117.04
06/04/2020;124.31;01/05/2019;113.09
06/04/2020;124.31;01/06/2019;119.61
06/04/2020;124.31;01/07/2019;117.14
06/04/2020;124.31;01/08/2019;115.31
06/04/2020;124.31;01/09/2019;120.13
06/04/2020;124.31;01/10/2019;121.40
06/04/2020;124.31;01/11/2019;121.77
06/04/2020;124.31;01/12/2019;124.23
06/04/2020;124.31;01/01/2020;126.00
06/04/2020;124.31;01/02/2020;126.39
06/04/2020;124.31;01/03/2020;126.45
06/04/2020;124.31;01/04/2020;125.06
07/04/2020;123.77;01/01/2019;117.03
07/04/2020;123.77;01/02/2019;113.32
07/04/2020;123.77;01/03/2019;114.90
07/04/2020;123.77;01/04/2019;117.14
07/04/2020;123.77;01/05/2019;113.08
07/04/2020;123.77;01/06/2019;119.59
07/04/2020;123.77;01/07/2019;117.14
07/04/2020;123.77;01/08/2019;115.34
07/04/2020;123.77;01/09/2019;120.14
07/04/2020;123.77;01/10/2019;121.35
07/04/2020;123.77;01/11/2019;121.73
07/04/2020;123.77;01/12/2019;124.16
07/04/2020;123.77;01/01/2020;125.98
07/04/2020;123.77;01/02/2020;126.39
07/04/2020;123.77;01/03/2020;126.43
07/04/2020;123.77;01/04/2020;125.01
08/04/2020;123.46;01/01/2019;117.11
08/04/2020;123.46;01/02/2019;113.32
08/04/2020;123.46;01/03/2019;114.73
08/04/2020;123.46;01/04/2019;117.23
08/04/2020;123.46;01/05/2019;113.08
08/04/2020;123.46;01/06/2019;119.52
08/04/2020;123.46;01/07/2019;117.16
08/04/2020;123.46;01/08/2019;115.35
08/04/2020;123.46;01/09/2019;120.16
08/04/2020;123.46;01/10/2019;121.31
08/04/2020;123.46;01/11/2019;121.68
08/04/2020;123.46;01/12/2019;124.10
08/04/2020;123.46;01/01/2020;125.97
08/04/2020;123.46;01/02/2020;126.40
08/04/2020;123.46;01/03/2020;126.42
08/04/2020;123.46;01/04/2020;124.96
09/04/2020;123.39;01/01/2019;117.20
09/04/2020;123.39;01/02/2019;113.36
09/04/2020;123.39;01/03/2019;114.57
09/04/2020;123.39;01/04/2019;117.31
09/04/2020;123.39;01/05/2019;113.10
09/04/2020;123.39;01/06/2019;119.40
09/04/2020;123.39;01/07/2019;117.16
09/04/2020;123.39;01/08/2019;115.39
09/04/2020;123.39;01/09/2019;120.16
09/04/2020;123.39;01/10/2019;121.27
09/04/2020;123.39;01/11/2019;121.60
09/04/2020;123.39;01/12/2019;124.02
09/04/2020;123.39;01/01/2020;125.94
09/04/2020;123.39;01/02/2020;126.41
09/04/2020;123.39;01/03/2020;126.40
09/04/2020;123.39;01/04/2020;124.92
10/04/2020;123.73;01/01/2019;117.29
10/04/2020;123.73;01/02/2019;113.44
10/04/2020;123.73;01/03/2019;114.41
10/04/2020;123.73;01/04/2019;117.39
10/04/2020;123.73;01/05/2019;113.13
10/04/2020;123.73;01/06/2019;119.23
10/04/2020;123.73;01/07/2019;117.15
10/04/2020;123.73;01/08/2019;115.42
10/04/2020;123.73;01/09/2019;120.15
10/04/2020;123.73;01/10/2019;121.24
10/04/2020;123.73;01/11/2019;121.53
10/04/2020;123.73;01/12/2019;123.95
10/04/2020;123.73;01/01/2020;125.93
10/04/2020;123.73;01/02/2020;126.42
10/04/2020;123.73;01/03/2020;126.38
10/04/2020;123.73;01/04/2020;124.89
13/04/2020;123.53;01/01/2019;117.39
13/04/2020;123.53;01/02/2019;113.55
13/04/2020;123.53;01/03/2019;114.26
13/04/2020;123.53;01/04/2019;117.46
13/04/2020;123.53;01/05/2019;113.18
13/04/2020;123.53;01/06/2019;118.99
13/04/2020;123.53;01/07/2019;117.14
13/04/2020;123.53;01/08/2019;115.45
13/04/2020;123.53;01/09/2019;120.13
13/04/2020;123.53;01/10/2019;121.22
13/04/2020;123.53;01/11/2019;121.47
13/04/2020;123.53;01/12/2019;123.88
13/04/2020;123.53;01/01/2020;125.92
13/04/2020;123.53;01/02/2020;126.41
13/04/2020;123.53;01/03/2020;126.37
13/04/2020;123.53;01/04/2020;124.86
14/04/2020;123.47;01/01/2019;117.50
14/04/2020;123.47;01/02/2019;113.70
14/04/2020;123.47;01/03/2019;114.11
14/04/2020;123.47;01/04/2019;117.53
14/04/2020;123.47;01/05/2019;113.24
14/04/2020;123.47;01/06/2019;118.69
14/04/2020;123.47;01/07/2019;117.12
14/04/2020;123.47;01/08/2019;115.48
14/04/2020;123.47;01/09/2019;120.11
14/04/2020;123.47;01/10/2019;121.20
14/04/2020;123.47;01/11/2019;121.42
14/04/2020;123.47;01/12/2019;123.81
14/04/2020;123.47;01/01/2020;125.91
14/04/2020;123.47;01/02/2020;126.41
14/04/2020;123.47;01/03/2020;126.35
14/04/2020;123.47;01/04/2020;124.83
15/04/2020;123.08;01/01/2019;117.61
15/04/2020;123.08;01/02/2019;113.88
15/04/2020;123.08;01/03/2019;113.97
15/04/2020;123.08;01/04/2019;117.59
15/04/2020;123.08;01/05/2019;113.30
15/04/2020;123.08;01/06/2019;118.38
15/04/2020;123.08;01/07/2019;117.12
15/04/2020;123.08;01/08/2019;115.50
15/04/2020;123.08;01/09/2019;120.07
15/04/2020;123.08;01/10/2019;121.19
15/04/2020;123.08;01/11/2019;121.38
15/04/2020;123.08;01/12/2019;123.75
15/04/2020;123.08;01/01/2020;125.91
15/04/2020;123.08;01/02/2020;126.41
15/04/2020;123.08;01/03/2020;126.34
15/04/2020;123.08;01/04/2020;124.81
16/04/2020;122.78;01/01/2019;117.72
16/04/2020;122.78;01/02/2019;114.09
16/04/2020;122.78;01/03/2019;113.84
16/04/2020;122.78;01/04/2019;117.63
16/04/2020;122.78;01/05/2019;113.39
16/04/2020;122.78;01/06/2019;118.09
16/04/2020;122.78;01/07/2019;117.15
16/04/2020;122.78;01/08/2019;115.53
16/04/2020;122.78;01/09/2019;120.03
16/04/2020;122.78;01/10/2019;121.17
16/04/2020;122.78;01/11/2019;121.35
16/04/2020;122.78;01/12/2019;123.68
16/04/2020;122.78;01/01/2020;125.91
16/04/2020;122.78;01/02/2020;126.39
16/04/2020;122.78;01/03/2020;126.33
16/04/2020;122.78;01/04/2020;124.79
17/04/2020;122.97;01/01/2019;117.83
17/04/2020;122.97;01/02/2019;114.33
17/04/2020;122.97;01/03/2019;113.70
17/04/2020;122.97;01/04/2019;117.67
17/04/2020;122.97;01/05/2019;113.47
17/04/2020;122.97;01/06/2019;117.83
17/04/2020;122.97;01/07/2019;117.19
17/04/2020;122.97;01/08/2019;115.56
17/04/2020;122.97;01/09/2019;119.97
17/04/2020;122.97;01/10/2019;121.16
17/04/2020;122.97;01/11/2019;121.31
17/04/2020;122.97;01/12/2019;123.60
17/04/2020;122.97;01/01/2020;125.91
17/04/2020;122.97;01/02/2020;126.38
17/04/2020;122.97;01/03/2020;126.32
17/04/2020;122.97;01/04/2020;124.77
20/04/2020;122.66;01/01/2019;117.95
20/04/2020;122.66;01/02/2019;114.59
20/04/2020;122.66;01/03/2019;113.58
20/04/2020;122.66;01/04/2019;117.70
20/04/2020;122.66;01/05/2019;113.57
20/04/2020;122.66;01/06/2019;117.56
20/04/2020;122.66;01/07/2019;117.23
20/04/2020;122.66;01/08/2019;115.59
20/04/2020;122.66;01/09/2019;119.91
20/04/2020;122.66;01/10/2019;121.15
20/04/2020;122.66;01/11/2019;121.27
20/04/2020;122.66;01/12/2019;123.52
20/04/2020;122.66;01/01/2020;125.90
20/04/2020;122.66;01/02/2020;126.37
20/04/2020;122.66;01/03/2020;126.31
20/04/2020;122.66;01/04/2020;124.75
21/04/2020;122.66;01/01/2019;118.06
21/04/2020;122.66;01/02/2019;114.86
21/04/2020;122.66;01/03/2019;113.46
21/04/2020;122.66;01/04/2019;117.71
21/04/2020;122.66;01/05/2019;113.67
21/04/2020;122.66;01/06/2019;117.29
21/04/2020;122.66;01/07/2019;117.24
21/04/2020;122.66;01/08/2019;115.62
21/04/2020;122.66;01/09/2019;119.89
21/04/2020;122.66;01/10/2019;121.14
21/04/2020;122.66;01/11/2019;121.23
21/04/2020;122.66;01/12/2019;123.44
21/04/2020;122.66;01/01/2020;125.88
21/04/2020;122.66;01/02/2020;126.35
21/04/2020;122.66;01/03/2020;126.31
21/04/2020;122.66;01/04/2020;124.73
22/04/2020;122.70;01/01/2019;118.18
22/04/2020;122.70;01/02/2019;115.15
22/04/2020;122.70;01/03/2019;113.34
22/04/2020;122.70;01/04/2019;117.71
22/04/2020;122.70;01/05/2019;113.77
22/04/2020;122.70;01/06/2019;117.03
22/04/2020;122.70;01/07/2019;117.25
22/04/2020;122.70;01/08/2019;115.65
22/04/2020;122.70;01/09/2019;119.89
22/04/2020;122.70;01/10/2019;121.13
22/04/2020;122.70;01/11/2019;121.18
22/04/2020;122.70;01/12/2019;123.34
22/04/2020;122.70;01/01/2020;125.85
22/04/2020;122.70;01/02/2020;126.34
22/04/2020;122.70;01/03/2020;126.30
22/04/2020;122.70;01/04/2020;124.72
23/04/2020;122.92;01/01/2019;118.30
23/04/2020;122.92;01/02/2019;115.46
23/04/2020;122.92;01/03/2019;113.24
23/04/2020;122.92;01/04/2019;117.70
23/04/2020;122.92;01/05/2019;113.88
23/04/2020;122.92;01/06/2019;116.77
23/04/2020;122.92;01/07/2019;117.25
23/04/2020;122.92;01/08/2019;115.69
23/04/2020;122.92;01/09/2019;119.91
23/04/2020;122.92;01/10/2019;121.13
23/04/2020;122.92;01/11/2019;121.13
23/04/2020;122.92;01/12/2019;123.23
23/04/2020;122.92;01/01/2020;125.83
23/04/2020;122.92;01/02/2020;126.33
23/04/2020;122.92;01/03/2020;126.29
23/04/2020;122.92;01/04/2020;124.70
24/04/2020;123.30;01/01/2019;118.41
24/04/2020;123.30;01/02/2019;115.77
24/04/2020;123.30;01/03/2019;113.13
24/04/2020;123.30;01/04/2019;117.68
24/04/2020;123.30;01/05/2019;113.99
24/04/2020;123.30;01/06/2019;116.52
24/04/2020;123.30;01/07/2019;117.26
24/04/2020;123.30;01/08/2019;115.74
24/04/2020;123.30;01/09/2019;119.94
24/04/2020;123.30;01/10/2019;121.13
24/04/2020;123.30;01/11/2019;121.07
24/04/2020;123.30;01/12/2019;123.12
24/04/2020;123.30;01/01/2020;125.82
24/04/2020;123.30;01/02/2020;126.31
24/04/2020;123.30;01/03/2020;126.28
24/04/2020;123.30;01/04/2020;124.69
27/04/2020;123.74;01/01/2019;118.53
27/04/2020;123.74;01/02/2019;116.09
27/04/2020;123.74;01/03/2019;113.04
27/04/2020;123.74;01/04/2019;117.64
27/04/2020;123.74;01/05/2019;114.09
27/04/2020;123.74;01/06/2019;116.28
27/04/2020;123.74;01/07/2019;117.28
27/04/2020;123.74;01/08/2019;115.79
27/04/2020;123.74;01/09/2019;119.98
27/04/2020;123.74;01/10/2019;121.14
27/04/2020;123.74;01/11/2019;121.01
27/04/2020;123.74;01/12/2019;123.01
27/04/2020;123.74;01/01/2020;125.81
27/04/2020;123.74;01/02/2020;126.30
27/04/2020;123.74;01/03/2020;126.27
27/04/2020;123.74;01/04/2020;124.67
28/04/2020;123.71;01/01/2019;118.64
28/04/2020;123.71;01/02/2019;116.40
28/04/2020;123.71;01/03/2019;112.94
28/04/2020;123.71;01/04/2019;117.58
28/04/2020;123.71;01/05/2019;114.20
28/04/2020;123.71;01/06/2019;116.06
28/04/2020;123.71;01/07/2019;117.29
28/04/2020;123.71;01/08/2019;115.85
28/04/2020;123.71;01/09/2019;120.02
28/04/2020;123.71;01/10/2019;121.14
28/04/2020;123.71;01/11/2019;120.95
28/04/2020;123.71;01/12/2019;122.90
28/04/2020;123.71;01/01/2020;125.82
28/04/2020;123.71;01/02/2020;126.29
28/04/2020;123.71;01/03/2020;126.27
28/04/2020;123.71;01/04/2020;124.66
29/04/2020;123.44;01/01/2019;118.74
29/04/2020;123.44;01/02/2019;116.70
29/04/2020;123.44;01/03/2019;112.86
29/04/2020;123.44;01/04/2019;117.51
29/04/2020;123.44;01/05/2019;114.29
29/04/2020;123.44;01/06/2019;115.86
29/04/2020;123.44;01/07/2019;117.31
29/04/2020;123.44;01/08/2019;115.92
29/04/2020;123.44;01/09/2019;120.05
29/04/2020;123.44;01/10/2019;121.15
29/04/2020;123.44;01/11/2019;120.90
29/04/2020;123.44;01/12/2019;122.80
29/04/2020;123.44;01/01/2020;125.83
29/04/2020;123.44;01/02/2020;126.27
29/04/2020;123.44;01/03/2020;126.28
29/04/2020;123.44;01/04/2020;124.64
30/04/2020;123.62;01/01/2019;118.85
30/04/2020;123.62;01/02/2019;117.01
30/04/2020;123.62;01/03/2019;112.78
30/04/2020;123.62;01/04/2019;117.43
30/04/2020;123.62;01/05/2019;114.39
30/04/2020;123.62;01/06/2019;115.69
30/04/2020;123.62;01/07/2019;117.32
30/04/2020;123.62;01/08/2019;115.98
30/04/2020;123.62;01/09/2019;120.08
30/04/2020;123.62;01/10/2019;121.17
30/04/2020;123.62;01/11/2019;120.86
30/04/2020;123.62;01/12/2019;122.71
30/04/2020;123.62;01/01/2020;125.82
30/04/2020;123.62;01/02/2020;126.25
30/04/2020;123.62;01/03/2020;126.27
30/04/2020;123.62;01/04/2020;124.63
01/05/2020;123.63;01/01/2019;118.94
01/05/2020;123.63;01/02/2019;117.30
01/05/2020;123.63;01/03/2019;112.71
01/05/2020;123.63;01/04/2019;117.33
01/05/2020;123.63;01/05/2019;114.49
01/05/2020;123.63;01/06/2019;115.53
01/05/2020;123.63;01/07/2019;117.32
01/05/2020;123.63;01/08/2019;116.03
01/05/2020;123.63;01/09/2019;120.11
01/05/2020;123.63;01/10/2019;121.17
01/05/2020;123.63;01/11/2019;120.82
01/05/2020;123.63;01/12/2019;122.63
01/05/2020;123.63;01/01/2020;125.81
01/05/2020;123.63;01/02/2020;126.22
01/05/2020;123.63;01/03/2020;126.27
01/05/2020;123.63;01/04/2020;124.61
04/05/2020;124.01;01/01/2019;119.04
04/05/2020;124.01;01/02/2019;117.58
04/05/2020;124.01;01/03/2019;112.64
04/05/2020;124.01;01/04/2019;117.22
04/05/2020;124.01;01/05/2019;114.57
04/05/2020;124.01;01/06/2019;115.41
04/05/2020;124.01;01/07/2019;117.30
04/05/2020;124.01;01/08/2019;116.09
04/05/2020;124.01;01/09/2019;120.11
04/05/2020;124.01;01/10/2019;121.18
04/05/2020;124.01;01/11/2019;120.78
04/05/2020;124.01;01/12/2019;122.55
04/05/2020;124.01;01/01/2020;125.79
04/05/2020;124.01;01/02/2020;126.19
04/05/2020;124.01;01/03/2020;126.27
04/05/2020;124.01;01/04/2020;124.60
04/05/2020;124.01;01/05/2020;124.00
05/05/2020;124.42;01/01/2019;119.12
05/05/2020;124.42;01/02/2019;117.83
05/05/2020;124.42;01/03/2019;112.58
05/05/2020;124.42;01/04/2019;117.09
05/05/2020;124.42;01/05/2019;114.65
05/05/2020;124.42;01/06/2019;115.31
05/05/2020;124.42;01/07/2019;117.28
05/05/2020;124.42;01/08/2019;116.16
05/05/2020;124.42;01/09/2019;120.11
05/05/2020;124.42;01/10/2019;121.17
05/05/2020;124.42;01/11/2019;120.72
05/05/2020;124.42;01/12/2019;122.47
05/05/2020;124.42;01/01/2020;125.77
05/05/2020;124.42;01/02/2020;126.15
05/05/2020;124.42;01/03/2020;126.28
05/05/2020;124.42;01/04/2020;124.58
05/05/2020;124.42;01/05/2020;124.12
06/05/2020;124.41;01/01/2019;119.20
06/05/2020;124.41;01/02/2019;118.05
06/05/2020;124.41;01/03/2019;112.52
06/05/2020;124.41;01/04/2019;116.94
06/05/2020;124.41;01/05/2019;114.71
06/05/2020;124.41;01/06/2019;115.25
06/05/2020;124.41;01/07/2019;117.25
06/05/2020;124.41;01/08/2019;116.23
06/05/2020;124.41;01/09/2019;120.09
06/05/2020;124.41;01/10/2019;121.16
06/05/2020;124.41;01/11/2019;120.64
06/05/2020;124.41;01/12/2019;122.39
06/05/2020;124.41;01/01/2020;125.74
06/05/2020;124.41;01/02/2020;126.10
06/05/2020;124.41;01/03/2020;126.30
06/05/2020;124.41;01/04/2020;124.56
06/05/2020;124.41;01/05/2020;124.10
07/05/2020;125.02;01/01/2019;119.27
07/05/2020;125.02;01/02/2019;118.27
07/05/2020;125.02;01/03/2019;112.47
07/05/2020;125.02;01/04/2019;116.79
07/05/2020;125.02;01/05/2019;114.78
07/05/2020;125.02;01/06/2019;115.21
07/05/2020;125.02;01/07/2019;117.21
07/05/2020;125.02;01/08/2019;116.31
07/05/2020;125.02;01/09/2019;120.07
07/05/2020;125.02;01/10/2019;121.15
07/05/2020;125.02;01/11/2019;120.55
07/05/2020;125.02;01/12/2019;122.30
07/05/2020;125.02;01/01/2020;125.71
07/05/2020;125.02;01/02/2020;126.01
07/05/2020;125.02;01/03/2020;126.32
07/05/2020;125.02;01/04/2020;124.55
07/05/2020;125.02;01/05/2020;124.13
08/05/2020;124.76;01/01/2019;119.34
08/05/2020;124.76;01/02/2019;118.45
08/05/2020;124.76;01/03/2019;112.43
08/05/2020;124.76;01/04/2019;116.63
08/05/2020;124.76;01/05/2019;114.83
08/05/2020;124.76;01/06/2019;115.20
08/05/2020;124.76;01/07/2019;117.16
08/05/2020;124.76;01/08/2019;116.40
08/05/2020;124.76;01/09/2019;120.04
08/05/2020;124.76;01/10/2019;121.13
08/05/2020;124.76;01/11/2019;120.47
08/05/2020;124.76;01/12/2019;122.21
08/05/2020;124.76;01/01/2020;125.67
08/05/2020;124.76;01/02/2020;125.90
08/05/2020;124.76;01/03/2020;126.34
08/05/2020;124.76;01/04/2020;124.53
08/05/2020;124.76;01/05/2020;124.18
11/05/2020;124.98;01/01/2019;119.39
11/05/2020;124.98;01/02/2019;118.61
11/05/2020;124.98;01/03/2019;112.38
11/05/2020;124.98;01/04/2019;116.45
11/05/2020;124.98;01/05/2019;114.88
11/05/2020;124.98;01/06/2019;115.23
11/05/2020;124.98;01/07/2019;117.10
11/05/2020;124.98;01/08/2019;116.47
11/05/2020;124.98;01/09/2019;120.00
11/05/2020;124.98;01/10/2019;121.10
11/05/2020;124.98;01/11/2019;120.41
11/05/2020;124.98;01/12/2019;122.13
11/05/2020;124.98;01/01/2020;125.63
11/05/2020;124.98;01/02/2020;125.78
11/05/2020;124.98;01/03/2020;126.35
11/05/2020;124.98;01/04/2020;124.52
11/05/2020;124.98;01/05/2020;124.26
12/05/2020;125.09;01/01/2019;119.44
12/05/2020;125.09;01/02/2019;118.74
